datetime,temp,humidity,windspeed,hour,day,month,year,ride_requests
2023-01-01 00:00:00,12.360002657950272,68.27665246671836,2.5017623860512406,0,1,1,2023,18
2023-01-01 01:00:00,-1.3262039872000053,64.16944034180514,12.010269672041687,1,1,1,2023,18
2023-01-01 02:00:00,1.3800157104121684,25.203125716026456,14.307360574966236,2,1,1,2023,16
2023-01-01 03:00:00,13.86977020807279,57.67406539075725,5.923668198390803,3,1,1,2023,18
2023-01-01 04:00:00,6.8193845262945665,44.04510195078133,2.9781506666094204,4,1,1,2023,0
2023-01-01 05:00:00,4.298572139879035,59.270282538132506,22.3565694505809,5,1,1,2023,13
2023-01-01 06:00:00,8.383771462970248,75.99415643414389,2.7573456406592403,6,1,1,2023,54
2023-01-01 07:00:00,14.380916642880745,57.50913500619221,24.97248563785406,7,1,1,2023,25
2023-01-01 08:00:00,11.764935344767654,38.29399981958797,10.401799935222199,8,1,1,2023,41
2023-01-01 09:00:00,8.41016222536764,61.21984660941406,14.426097247971262,9,1,1,2023,35
2023-01-01 10:00:00,13.992827829049414,34.27517325955955,17.384315420607457,10,1,1,2023,3
2023-01-01 11:00:00,-4.699464778137519,74.72701332049009,6.651148330215554,11,1,1,2023,10
2023-01-01 12:00:00,10.407185068823209,77.24522788280977,19.85022967596485,12,1,1,2023,18
2023-01-01 13:00:00,2.4078304190550526,46.85007453301389,12.018852045775107,13,1,1,2023,15
2023-01-01 14:00:00,-2.3667662224752872,87.69723138987435,3.413184148606404,14,1,1,2023,1
2023-01-01 15:00:00,7.796603307682492,98.4247462368021,5.35605042482648,15,1,1,2023,8
2023-01-01 16:00:00,8.797463757923744,99.04320049385181,27.450638217377076,16,1,1,2023,9
2023-01-01 17:00:00,6.916932173597781,47.06043639397309,7.679683385754595,17,1,1,2023,95
2023-01-01 18:00:00,0.4968063963631719,99.01649008143286,17.268414259169674,18,1,1,2023,51
2023-01-01 19:00:00,0.8961146512748925,55.929956832594826,26.953687010671853,19,1,1,2023,26
2023-01-01 20:00:00,7.161109854940456,97.63221759996422,9.375803663903358,20,1,1,2023,17
2023-01-01 21:00:00,13.279001967885577,76.87753182195635,2.1118689978119933,21,1,1,2023,2
2023-01-01 22:00:00,-1.6820030619946924,81.24402627564363,3.866027090133757,22,1,1,2023,1
2023-01-01 23:00:00,-4.096763779984087,55.78145171337508,25.702081270344205,23,1,1,2023,1
2023-01-02 00:00:00,-2.320992080699482,79.15858336516737,22.111904068472406,0,2,1,2023,9
2023-01-02 01:00:00,8.336618541223608,52.141722703396276,4.4167321032053355,1,2,1,2023,14
2023-01-02 02:00:00,-3.3062050207375115,96.83736824859214,18.669001999461162,2,2,1,2023,7
2023-01-02 03:00:00,0.4256769372106506,68.55546917219415,2.2700785108718966,3,2,1,2023,15
2023-01-02 04:00:00,-4.32677564506567,72.71671097834114,3.384721195663766,4,2,1,2023,8
2023-01-02 05:00:00,1.9065554726429612,82.72459023754328,9.400258428418521,5,2,1,2023,17
2023-01-02 06:00:00,3.0485954343861366,21.54405899072423,21.353616984231024,6,2,1,2023,90
2023-01-02 07:00:00,5.476501840430405,53.88497854605458,20.480477863330925,7,2,1,2023,70
2023-01-02 08:00:00,-3.110966464220253,78.29676887129662,4.696565308461608,8,2,1,2023,44
2023-01-02 09:00:00,-2.6593847935302994,85.43765058021893,3.0754543535599534,9,2,1,2023,76
2023-01-02 10:00:00,0.6227025181672419,55.25581313806667,18.05609937273649,10,2,1,2023,0
2023-01-02 11:00:00,9.2500780597688,62.19262405336288,15.14657119421249,11,2,1,2023,13
2023-01-02 12:00:00,1.7545785944433607,73.93955576257105,18.357910492620533,12,2,1,2023,4
2023-01-02 13:00:00,10.752471465757319,61.63777649548749,26.87464760337499,13,2,1,2023,15
2023-01-02 14:00:00,6.041388807130637,46.902802858605384,26.43003245624465,14,2,1,2023,3
2023-01-02 15:00:00,11.823172853279392,24.60259926502505,3.6833172830296332,15,2,1,2023,5
2023-01-02 16:00:00,2.5968155315257313,84.77558542937838,5.747013128149208,16,2,1,2023,3
2023-01-02 17:00:00,-2.9424133344386294,82.11553887105799,15.240833107554506,17,2,1,2023,33
2023-01-02 18:00:00,7.989042575785794,47.243043748118694,2.118260025400458,18,2,1,2023,33
2023-01-02 19:00:00,6.841642393789815,91.59232061325594,27.652561017118565,19,2,1,2023,36
2023-01-02 20:00:00,13.728621841342807,89.56212352517086,7.150639834750697,20,2,1,2023,10
2023-01-02 21:00:00,-4.541470039847068,77.64640190563733,6.622135999874642,21,2,1,2023,0
2023-01-02 22:00:00,8.505518732448154,70.60185178025307,29.335953336377603,22,2,1,2023,4
2023-01-02 23:00:00,13.079137447073727,39.55921816922219,4.257491006252627,23,2,1,2023,1
2023-01-03 00:00:00,-0.38472646386059406,24.250548355055585,23.32948435011659,0,3,1,2023,12
2023-01-03 01:00:00,12.569944663220124,21.028068918717597,8.308168686774433,1,3,1,2023,6
2023-01-03 02:00:00,3.5698541210738064,38.11419145400108,13.024943718181888,2,3,1,2023,14
2023-01-03 03:00:00,-1.232032714365141,99.3089550276983,5.075956840495777,3,3,1,2023,3
2023-01-03 04:00:00,1.467760873327184,63.620684216100315,14.90979487843133,4,3,1,2023,17
2023-01-03 05:00:00,-2.173119995403452,64.40602085285704,12.869607548887824,5,3,1,2023,12
2023-01-03 06:00:00,0.666174044958721,54.76192479717377,20.179916028183086,6,3,1,2023,24
2023-01-03 07:00:00,7.798280604103194,97.43889068488303,14.3534832405955,7,3,1,2023,81
2023-01-03 08:00:00,11.392129387152117,37.38638332794458,0.12800395219952687,8,3,1,2023,66
2023-01-03 09:00:00,12.351229038852058,53.08970129820192,11.30236895567066,9,3,1,2023,27
2023-01-03 10:00:00,11.117120049377121,79.37592659234068,13.53562914406085,10,3,1,2023,2
2023-01-03 11:00:00,3.955267798765208,68.52687449468777,5.167722869190619,11,3,1,2023,5
2023-01-03 12:00:00,4.711158023674075,77.07152809194311,8.005069875781604,12,3,1,2023,7
2023-01-03 13:00:00,13.708300119255817,51.16421431897682,18.509226951081253,13,3,1,2023,1
2023-01-03 14:00:00,1.9464917639091706,77.00246684335971,19.705667812843487,14,3,1,2023,4
2023-01-03 15:00:00,8.310980033422178,65.18781933469515,13.731851552390168,15,3,1,2023,5
2023-01-03 16:00:00,7.408355962186278,52.75237526039622,18.993546446874753,16,3,1,2023,17
2023-01-03 17:00:00,5.219603402887888,63.12691320175613,19.9859180608168,17,3,1,2023,20
2023-01-03 18:00:00,3.947590453701517,75.70167755895254,17.62044751970226,18,3,1,2023,50
2023-01-03 19:00:00,9.229096684814541,45.80053149644486,9.737795315682698,19,3,1,2023,69
2023-01-03 20:00:00,10.97184436447995,28.394890052882637,8.32398343191451,20,3,1,2023,9
2023-01-03 21:00:00,2.7180397361673965,42.57230209576672,16.660904198280463,21,3,1,2023,18
2023-01-03 22:00:00,9.663265481458254,88.11434373698982,16.44802027358271,22,3,1,2023,16
2023-01-03 23:00:00,9.193366736026483,63.12030851087263,25.209956826319342,23,3,1,2023,4
2023-01-04 00:00:00,7.539009198905944,72.56067934040024,26.22756618865176,0,4,1,2023,0
2023-01-04 01:00:00,9.04686382199566,71.43160375139753,11.806107306145957,1,4,1,2023,1
2023-01-04 02:00:00,5.0609774997552055,68.91841123876492,10.60210866664246,2,4,1,2023,9
2023-01-04 03:00:00,1.0324312857964273,84.28916922986738,29.615584639362808,3,4,1,2023,20
2023-01-04 04:00:00,-1.005361225330108,52.319344097018934,26.664877980720497,4,4,1,2023,5
2023-01-04 05:00:00,6.2235136638618815,84.26619071712818,5.836803848136604,5,4,1,2023,6
2023-01-04 06:00:00,-2.3468998587472423,40.09235230983797,4.449934759674294,6,4,1,2023,71
2023-01-04 07:00:00,4.738726057616535,55.29457526258173,25.750198139007058,7,4,1,2023,52
2023-01-04 08:00:00,2.9695789647291626,44.00282106081663,19.763027048895943,8,4,1,2023,27
2023-01-04 09:00:00,11.681678695414586,50.78383317036905,28.30929046281937,9,4,1,2023,90
2023-01-04 10:00:00,-0.6627497238972113,94.19058639762167,21.86636831966433,10,4,1,2023,12
2023-01-04 11:00:00,-4.894962042263042,66.33031208398496,17.926266922137096,11,4,1,2023,2
2023-01-04 12:00:00,5.55869862089912,23.882746438943762,9.139276609053542,12,4,1,2023,2
2023-01-04 13:00:00,10.611960160280276,59.209100832635485,18.951841647859624,13,4,1,2023,13
2023-01-04 14:00:00,-4.4564839330193955,79.9038721811902,26.730726263271286,14,4,1,2023,4
2023-01-04 15:00:00,-1.9046623862242829,37.02678846430069,10.385015540757243,15,4,1,2023,2
2023-01-04 16:00:00,6.638357041934013,90.7666991518271,3.091981321643561,16,4,1,2023,9
2023-01-04 17:00:00,-4.17932073572941,73.94151710420711,24.170637165537705,17,4,1,2023,74
2023-01-04 18:00:00,9.787165980441623,96.85206749925528,27.292031797794724,18,4,1,2023,49
2023-01-04 19:00:00,9.653236180838052,53.576903794989875,2.5054030595454204,19,4,1,2023,60
2023-01-04 20:00:00,3.354709958537942,56.73925378161556,28.97134705674859,20,4,1,2023,20
2023-01-04 21:00:00,-0.8507599685315821,37.93793297631785,24.44931830815821,21,4,1,2023,20
2023-01-04 22:00:00,5.128727477588555,29.9282367324761,28.32813341635451,22,4,1,2023,2
2023-01-04 23:00:00,12.371565010265556,28.65347742590524,4.716023588948102,23,4,1,2023,18
2023-01-05 00:00:00,10.600364672021175,24.1915911812381,20.368757903749504,0,5,1,2023,17
2023-01-05 01:00:00,14.241615346667782,70.10801116040722,26.38801520492418,1,5,1,2023,19
2023-01-05 02:00:00,2.3713251811672436,39.69643448535538,4.073289599467218,2,5,1,2023,14
2023-01-05 03:00:00,5.871878205632084,34.978765068326034,26.561948516005987,3,5,1,2023,0
2023-01-05 04:00:00,1.038150397500388,90.80824966072102,27.15953471731716,4,5,1,2023,18
2023-01-05 05:00:00,-0.47784398253131144,46.01001901824177,8.860047611529486,5,5,1,2023,0
2023-01-05 06:00:00,6.058594961672599,87.28878292820751,15.561671335723764,6,5,1,2023,71
